REGION,SUBREGION,country,LOCATION,lat,lon,MONTH,year,DEPTH,bleaching_severity,percentage_affected,id
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2005,18.3m,Low,31.25%,780
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2005,18.9m,Low,22.22%,781
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,6,2005,5.8m,HIGH,77.78%,782
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,14.3m,Low,27.78%,783
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2005,17.85m,HIGH,66.67%,784
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,3,2006,12.65m,Medium,64.29%,785
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93205,-87.43415,3,2006,7.45m,HIGH,100%,786
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2006,9.45m,Medium,33.33%,787
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2006,18.6m,HIGH,100%,788
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,3,2006,3.2m,Low,20%,789
Americas,Mesoamerica,Mexico,"Punta Xamach, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,3,2006,3.2m,Low,16.67%,790
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2006,10.25m,HIGH,100%,791
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,5,2005,9.6m,Low,10%,792
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2005,17.4m,HIGH,83.33%,793
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2005,18.6m,Medium,50%,794
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,5,2005,12.2m,Medium,35.71%,795
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2006,3m,HIGH,66.67%,796
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,15.25m,HIGH,66.67%,797
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,11,2004,6.85m,Low,22.22%,798
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,2,2005,11m,Low,30.77%,799
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,2,2005,6.85m,Low,22.22%,800
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2,2005,9.45m,Low,16.67%,801
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,2,2005,9.9m,Medium,50%,802
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,11,2004,20.1m,Medium,40%,803
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,11,2004,18.3m,Medium,50%,804
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88328,-87.42607,11,2004,6.85m,Medium,36.67%,805
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,2,2005,9.45m,Low,22.22%,806
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,2,2005,3.4m,No Bleaching,0%,807
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2006,10.5m,Medium,37.50%,808
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,5,2006,9m,HIGH,83.33%,809
Americas,Mesoamerica,Mexico,"Punta Yuyum, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,5,2006,8.5m,Medium,42.86%,810
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68084,-87.71415,5,2005,5.8m,Medium,33.33%,811
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,5,2005,8.95m,Medium,60%,812
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.74183,-87.6744,5,2005,20.85m,No Bleaching,0%,813
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71956,-87.69945,5,2005,9.15m,Low,25%,814
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.66723,-87.71551,5,2005,10.7m,Low,11.54%,815
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.66723,-87.71551,5,2005,10.25m,Medium,41.67%,816
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.72411,-87.69834,5,2005,4.45m,Low,20%,817
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.72411,-87.69834,5,2005,5.3m,No Bleaching,0%,818
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.63434,-87.71993,5,2005,9.4m,Low,9.09%,819
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71956,-87.69773,5,2005,17.8m,Low,17.65%,820
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71956,-87.69773,5,2005,17.85m,Low,20%,821
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71992,-87.70112,5,2005,5.5m,Low,18.18%,822
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,5,2005,14.65m,Low,5.56%,823
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.724,-87.69676,5,2005,8.9m,Low,30%,824
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.724,-87.69676,5,2005,8.35m,Low,10%,825
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.72411,-87.69834,8,2005,4.75m,Low,30%,826
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.724,-87.69676,8,2005,8.35m,Low,18.52%,827
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,8,2005,16.15m,HIGH,68.75%,828
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.72411,-87.69834,8,2005,5.35m,Medium,58.33%,829
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.72411,-87.69834,8,2005,6.4m,Low,27.78%,830
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71992,-87.70112,8,2005,4.65m,No Bleaching,0%,831
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71992,-87.70112,8,2005,5.55m,Low,10%,832
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70703,-87.70684,8,2005,5.35m,Low,16.67%,833
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70703,-87.70684,8,2005,4.8m,Low,30%,834
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.63473,-87.71884,3,2006,16.75m,Low,25.93%,835
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71992,-87.70112,3,2006,3.9m,Low,11.11%,836
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70703,-87.70684,3,2006,5.5m,Medium,41.18%,837
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70703,-87.70684,3,2006,5.1m,Low,18.18%,838
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.63473,-87.71884,3,2006,18.1m,Medium,38.10%,839
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.72411,-87.69834,3,2006,4.25m,Low,16.67%,840
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.66717,-87.71423,3,2006,15.75m,Medium,60%,841
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,2,2006,10.4m,Medium,36.84%,842
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,2,2006,9.1m,Medium,37.50%,843
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,2,2006,9.1m,Medium,40%,844
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70659,-87.70395,2,2006,14.3m,Medium,55%,845
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70659,-87.70395,2,2006,14.9m,Low,21.05%,846
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,12,2005,12.5m,Medium,36.67%,847
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70686,-87.70576,2,2006,9.75m,Medium,33.33%,848
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70686,-87.70576,2,2006,10.5m,Medium,40%,849
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68084,-87.71415,12,2005,6.4m,Low,16.67%,850
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,12,2005,14.9m,Medium,35.14%,851
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,12,2005,14.8m,Medium,56.41%,852
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,12,2005,15.55m,Low,16.67%,853
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68064,-87.71131,12,2005,13.1m,Medium,37.93%,854
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71956,-87.69773,12,2005,14.5m,Medium,61.76%,855
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71956,-87.69773,12,2005,14.9m,Medium,35.71%,856
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70686,-87.70576,11,2005,9.6m,Medium,55.17%,857
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,11,2005,11.3m,Low,24.24%,858
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,11,2005,9.5m,Low,16.67%,859
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.68092,-87.71259,11,2005,8.55m,Medium,50%,860
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71956,-87.69945,11,2005,9.6m,Low,16.67%,861
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70703,-87.70684,11,2005,5.2m,HIGH,66.67%,862
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71992,-87.70112,8,2005,5.05m,Low,31.58%,863
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.71992,-87.70112,8,2005,4.45m,Low,21.43%,864
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.63434,-87.71993,9,2005,9.85m,Medium,50%,865
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.63473,-87.71884,9,2005,17.75m,Low,22.22%,866
Americas,Mesoamerica,Mexico,"Río Bermejo, Mahahual",18.70686,-87.70576,8,2005,9.45m,Low,20%,867
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,11,2004,6.85m,Low,5.88%,868
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,10,2004,8.8m,Medium,60%,869
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,10,2004,21.3m,Medium,45%,870
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,10,2004,13.4m,HIGH,77.78%,871
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,10,2004,18.3m,Medium,60%,872
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,10,2004,18.3m,Low,15.38%,873
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78693,-87.4331,10,2004,11.45m,Medium,33.33%,874
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78693,-87.4331,10,2004,11.45m,Low,18.18%,875
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,10,2004,30m,Medium,45.45%,876
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,10,2004,30m,Medium,57.89%,877
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88317,-87.41752,10,2004,0m,No Bleaching,0%,878
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,5,2006,20.8m,HIGH,87.50%,879
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,5,2006,20.55m,Medium,33.33%,880
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2006,10.4m,Medium,44.44%,881
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3,2005,4.65m,No Bleaching,0%,882
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,2,2005,3m,Low,11.11%,883
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,2,2005,20.3m,No Bleaching,0%,884
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.78637,-87.42628,3,2005,18.3m,No Bleaching,0%,885
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,2,2005,9.4m,Medium,35.71%,886
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,2,2005,7.7m,Medium,35.71%,887
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,2,2005,18.3m,No Bleaching,0%,888
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2,2005,10.1m,No Bleaching,0%,889
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,2,2005,9.8m,Low,21.05%,890
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,2,2005,8.6m,No Bleaching,0%,891
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,2,2005,18.35m,Low,14.29%,892
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,2,2005,6.85m,Low,18.18%,893
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.10035,-87.4638,2,2005,5.8m,Low,26.67%,894
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,8,2005,9m,HIGH,75%,895
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,8,2005,18.6m,No Bleaching,0%,896
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,8,2005,17.85m,HIGH,100%,897
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,8,2005,2.85m,Low,7.14%,898
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,8,2005,2.25m,Low,16.67%,899
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,8,2005,20.1m,Medium,55.56%,900
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,8,2005,10.35m,HIGH,66.67%,901
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,8,2005,5.95m,Medium,33.33%,902
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,8,2005,8.8m,Medium,55.56%,903
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,8,2005,9m,Medium,36.84%,904
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,8,2005,6.1m,Low,27.27%,905
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,8,2005,6.1m,HIGH,100%,906
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96697,-87.4608,9,2005,2.25m,Medium,50%,907
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,11,2005,10.1m,Medium,63.64%,908
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,11,2005,4.15m,No Bleaching,0%,909
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,11,2005,8.8m,Medium,58.33%,910
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,12,2005,4.3m,Medium,50%,911
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.052,-87.46625,12,2005,6.1m,Low,20%,912
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,12,2005,17.85m,HIGH,66.67%,913
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,12,2005,18.15m,HIGH,100%,914
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,12,2005,18.15m,Medium,33.33%,915
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,12,2005,17.85m,No Bleaching,0%,916
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,12,2005,18.3m,Medium,33.33%,917
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,12,2005,4.6m,Low,25%,918
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2,2006,9.3m,HIGH,75%,919
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2006,3.35m,Medium,42.86%,920
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,5,2006,9.15m,HIGH,82.35%,921
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2006,18.15m,HIGH,100%,922
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2006,17.7m,HIGH,100%,923
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2006,1.35m,Low,22.22%,924
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,5,2006,20.7m,HIGH,87.50%,925
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6,2006,9.8m,HIGH,100%,926
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,6,2006,3.85m,Low,18.75%,927
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,6,2006,19.95m,HIGH,73.33%,928
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,5,2005,12.5m,Low,25%,929
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2005,18.45m,Low,21.43%,930
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,11.45m,Medium,52.38%,931
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,11.75m,Low,29.41%,932
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2005,3.5m,Low,23.08%,933
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,5,2005,11.15m,Low,16.67%,934
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,5,2005,3.7m,No Bleaching,0%,935
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,8.8m,Medium,57.89%,936
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,8.2m,Medium,50%,937
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2005,19.65m,Low,25%,938
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3,2005,4.85m,No Bleaching,0%,939
Americas,Mesoamerica,Nicaragua,BCI001,12.18392,-83.0344,6,2003,4.3,Low,0.67%,940
Americas,Mesoamerica,Nicaragua,BCI002,12.18857,-83.0347,6,2003,4.8,Low,1.38%,941
Americas,Mesoamerica,Nicaragua,BCI004,12.18628,-83.0684,6,2003,11.1,Low,0.39%,942
Americas,Mesoamerica,Nicaragua,BCI005,12.20137,-83.0555,6,2003,11.8,Low,2.22%,943
Americas,Mesoamerica,Nicaragua,BCI007,12.20137,-83.0731,6,2003,15.7,Low,0.93%,944
Americas,Mesoamerica,Nicaragua,LCI001,12.30912,-82.9878,6,2003,6.5,Low,0.87%,945
Americas,Mesoamerica,Nicaragua,LCI002,12.31568,-82.9804,6,2003,5.1,Low,1.45%,946
Americas,Mesoamerica,Nicaragua,LCI005,12.29837,-82.9744,6,2003,2.3,Low,1.37%,947
Americas,Northern Caribbean,Bahamas,AUTEC 2 (D18),24.50643,-77.69697,8,1998,12.6,Low,12.99%,948
Americas,Northern Caribbean,Bahamas,AUTEC 2 South (D19),24.48333,-77.6965,8,1998,10.6,Low,8.87%,949
Americas,Northern Caribbean,Bahamas,AUTEC 2 South (S16),24.484,-77.699,8,1998,0.9,Low,4.35%,950
Americas,Northern Caribbean,Bahamas,AUTEC 3 (D21),24.34315,-77.67068,8,1998,10.5,Low,6.38%,951
Americas,Northern Caribbean,Bahamas,AUTEC 3 (S19),24.34315,-77.67068,8,1998,1.1,Low,8.18%,952
Americas,Northern Caribbean,Bahamas,Big Wood (S18),24.36703,-77.68235,8,1998,1.4,Low,7.34%,953
Americas,Northern Caribbean,Bahamas,Bristol Galley (D17),24.52633,-77.68922,8,1998,11.2,Low,5.83%,954
Americas,Northern Caribbean,Bahamas,China Point (S10),24.75133,-77.80767,8,1998,1,Low,10.09%,955
Americas,Northern Caribbean,Bahamas,Congo Town (D24),24.30122,-77.64788,8,1998,10.1,Low,4.09%,956
Americas,Northern Caribbean,Bahamas,Congo Town (S23),24.3013,-77.64788,8,1998,1.2,Low,9.42%,957
Americas,Northern Caribbean,Bahamas,"Elbow Cay, Middle",26.54033,-76.94617,8,1999,5.7,Low,7.78%,958
Americas,Northern Caribbean,Bahamas,"Elbow Cay, North",26.05983,-76.9495,8,1999,8.4,Low,10.31%,959
Americas,Northern Caribbean,Bahamas,"Elbow Cay, South (Inner)",26.52677,-76.95695,8,1999,3.9,Low,13.56%,960
